der Besuch, -e	visit	Wir bekommen Besuch.	We have visitors.
sich beteiligen, beteiligt sich, beteiligte sich, hat sich beteiligt	to take part, participate	Wir wollen unserer Lehrerin ein Geschenk kaufen. Wer möchte sich beteiligen?	We want to buy a present for our teacher. Who wants to participate?
der Betrag, -"e	amount, sum	Bitte überweisen Sie den Betrag auf unser Konto.	Please transfer the amount to our account.
die Betreuung (Sg.)	care	Für Mütter bieten wir Kurse mit Kinderbetreuung an.	For mothers we offer courses with childcare.
der Betrieb, -e	firm, concern, plant, operation	In diesem Betrieb arbeiten zehn Leute.	There are ten people working in this business.
der Betriebsrat, -"e	workers' council	Gibt es in Ihrer Firma einen Betriebsrat?	Is there a works council in your company?
betrügen, betrügt, betrog, hat betrogen	cheat	Frau Keller glaubt, dass ihr Mann sie betrügt.	Ms. Keller believes her husband is cheating on her.
das Bett, -en	bed	Wir wollten uns neue Betten kaufen.	We wanted to buy new beds.
betrunken	drunk	Wenn Sie betrunken Auto fahren, verlieren Sie Ihren Führerschein.	If you drive drunk, you lose your driver's license.
die Bevölkerung, -en	population	Die Polizei bittet die Bevölkerung um Mithilfe.	The police asks the population for help.
bevor	before	Lesen Sie sich alles genau durch, bevor Sie unterschreiben.	Read everything carefully before signing.
bewegen, bewegt, bewegte, hat bewegt	to move	Ich kann mich vor Schmerzen kaum noch bewegen.	I can barely move in pain.
die Bewegung, -en	movement	Sie brauchen mehr Bewegung. Sie müssen regelmäßig spazieren gehen.	They need more exercise. You have to go for a walk regularly.
beweisen, beweist, bewies, hat bewiesen	to prove	Wir können beweisen, dass Sie bei Rot über die Ampel gefahren sind.	We can prove that you drove in red over the traffic lights.
der Beweis, -e	proof	Haben Sie dafür Beweise?	Do you have proof for that?
die Bewerbung, -en	application	Wohin soll ich meine Bewerbung schicken?	Where should I send my application?
der Bewohner, -	inhabitant	Ich kenne die anderen Hausbewohner nicht.	I do not know the other house dwellers.
die Beziehung, -en	connection, relationship	Wir haben gute Beziehungen zu unseren Nachbarn.	We have good relations with our neighbors.
die Bibliothek, -en	library	Sie finden das Buch in der Bibliothek.	You will find the book in the library.
das Bier, -e	beer	Ein Bier, bitte!	A beer please!
der Biergarten, -	beer garden	Im Sommer gehen wir sonntags gerne in einen Biergarten.	In summer we like to go to a beer garden on Sundays.
bieten, bietet, bot, hat geboten	to offer	Er hat mir für den alten Wagen noch 800 Euro geboten.	He offered me 800 euros for the old car.
das Bild, -er	picture	Hast du das Bild gemalt?	Did you paint the picture?
der Bildschirm, -e	screen	Ich brauche einen größeren Bildschirm für meinen Computer.	I need a bigger screen for my computer.
billig	cheap	Dieses Buch ist nicht ganz billig.	This book is not cheap.
biologisch, bio	biological	Biologische Lebensmittel gibt es jetzt auch im Supermarkt.	Organic food is now also available in the supermarket.
die Birne, -n	pear	Magst du Birnen?	Do you like pears?
bis	until	Die Linie 8 fährt nur bis zum Hauptbahnhof.	Line 8 only goes to the main train station.
ein bisschen	a bit	Wenn Sie ein bisschen warten, können wir zusammen gehen.	If you wait a bit, we can go together.
bitten, bittet, bat, hat gebeten	to request	Darf ich Sie bitten, kurz zuzuhören?	May I ask you to listen for a moment?
die Bitte, -n	request	Ich habe eine Bitte. Kann ich mal Ihr Handy benutzen?	I have a request. Can I use your mobile phone?
bitte	you're welcome	Eine Tasse Kaffee bitte!	A cup of coffee, please!
bitter	bitter, acridly	Hast du Zucker? Der Tee ist sehr bitter.	Do you have sugar? The tea is very bitter.
blass	pale	Du siehst ganz blass aus. Bist du krank?	You look very pale. Are you sick?
das Blatt, -"er	leaf, sheet	Die Bäume bekommen schon gelbe Blätter.	The trees are already getting yellow leaves.
blau	blue	Als wir abfuhren, war blauer Himmel.	When we left, there was blue sky.
der Bleistift, -e	pencil	Hast du einen Bleistift für mich?	Do you have a pencil for me?
der Blick, -e	view	Von hier hat man einen tollen Blick über die Stadt.	From here you have a great view over the city.
der Blitz, -e	lightning	Was für ein Gewitter. Hast du den Blitz gesehen?	What a storm. Did you see the flash?
blond	blond	Mein Sohn ist blond.	My son is blond.
bloß	only, merely	Ich möchte nichts kaufen. Ich möchte mich bloß umsehen.	I do not want to buy anything. I just want to look around.
blühen, blüht, blühte, hat geblüht	to bloom, blossom	Die Bäume blühen schon. Es ist Frühling.	The trees are already blooming. It's spring.
die Blume, -n	flower	Wir haben meiner Mutter zum Geburtstag Blumen geschenkt.	We gave my mother flowers for my birthday.
die Bluse, -n	blouse	Ich hätte gerne eine weiße Bluse.	I would like a white blouse.
das Blut (Sg.)	blood	Der Verletzte hat viel Blut verloren.	The injured person lost a lot of blood.
der Boden, -	floor	Die Bücher lagen alle auf dem Boden.	The books were all on the floor.
der Bogen, -	curve, arch, bow	Ich hätte gern drei Bögen Geschenkpapier.	I would like three sheets of wrapping paper.
die Bohne, -n	bean	Ich esse gern Bohnen.	I like to eat beans.
das Bonbon, -s	sweet	Unser Sohn isst sehr gerne Bonbons.	Our son likes to eat sweets.
das Boot, -e	boat	An diesem See kann man Boote mieten.	At this lake you can rent boats.
die Botschaft, -en	embassy	Das Visum habe ich von der Botschaft bekommen.	I got the visa from the embassy.
böse	bad, evil, angry	Ich habe das Buch leider vergessen. - Hoffentlich bist du mir nicht böse.	Unfortunately, I forgot the book. - I hope you are not angry with me.
braten, brät, briet, hat gebraten	to fry	Das Fleisch muss zehn Minuten braten.	The meat has to fry for ten minutes.
der Braten, -	roast, joint	Nehmen Sie noch etwas Soße zum Braten?	Do you take some sauce for frying?
braun	brown	Meine Frau hat braune Augen.	My wife has brown eyes.
breit	wide	Der Teppich ist zwei Meter lang und einen Meter breit.	The carpet is two meters long and one meter wide.
die Breite, -n	width	Welche Maße hat der Tisch? - Länge: 1 m, Breite: 80 cm, Höhe: 1,20 m.	Which dimensions does the table have? - Length: 1 m, width: 80 cm, height: 1.20 m.
bremsen, bremst, bremste, hat gebremst	to brake	Der Mann ist ganz plötzlich über die Straße gegangen. Ich musste stark bremsen.	The man has suddenly crossed the street. I had to brake hard.
die Bremse, -n	brake	Du musst unbedingt die Bremsen kontrollieren lassen.	You absolutely have to have the brakes checked.
brennen, brennt, brannte, hat gebrannt	to burn	In diesem Haus hat es letztes Jahr gebrannt.	It burned in this house last year.
der Brief, -e	letter	Ich schreibe nicht gern Briefe.	I do not like to write letters.
der Briefkasten,	letter box	Ist hier in der Nähe ein Briefkasten?	Is there a mailbox nearby?
die Briefmarke, -n	stamp	Briefmarken bekommen Sie am Schalter 7.	Stamps are available at counter 7.
der Briefträger, -	postman	War der Briefträger schon da?	Was the postman already there?
der Briefumschlag, -"e	envelope	Ich hätte gern 50 Briefumschläge.	I would like 50 envelopes.
die Brille, -n	glasses	Ich brauche eine neue Brille.	I need new glasses.
die Broschüre, -n	brochure	In der Broschüre finden Sie die neuesten Informationen.	The brochure contains the latest information.
das Brot, -e	bread	Brot kaufe ich immer beim Bäcker, nicht im Supermarkt.	I always buy bread at the bakery, not in the supermarket.
das Brötchen, -	bread roll	Ich hole nur schnell ein paar Brötchen zum Frühstück.	I'll just get a few rolls for breakfast.
die Brücke, -n	bridge	Fahren Sie über die nächste Brücke und dann rechts.	Drive over the next bridge and then right.
der Bruder, -	brother	Mein jüngster Bruder geht noch zur Schule.	My youngest brother is still at school.
die Brust, die Brüste	breast, chest	Ich habe Schmerzen in der Brust.	I have a pain in my chest.
das Buch, -"er	book	Haben Sie ein Buch über die Geschichte von Berlin?	Do you have a book about the history of Berlin?
die Buchhandlung, -en	bookshop	In der Buchhandlung in der Stadt haben sie das Buch sicher.	In the bookstore in the city they have the book for sure.
die Bücherei, -en	library	Die Stadtbücherei hat bereits geschlossen.	The city library has already closed.
buchen, bucht, buchte, hat gebucht	to book	Ich habe für morgen einen Flug nach Rom gebucht.	I booked a flight to Rome for tomorrow.
der Buchstabe, -n	letter (of the alphabet)	Gibt es diesen Buchstaben auch in deiner Muttersprache?	Is this letter also available in your native language?
bunt	colourful	Das bunte Kleid gefällt mir gut.	I like the colorful dress well.
der Bürger, -	citizen	Wenn Sie deutscher Staatsbürger sind, dürfen Sie wählen.	If you are a German citizen, you are allowed to vote.
das Bürgerbüro, -s	community office	Wenn Sie Fragen zur Wahl haben, können Sie ins Bürgerbüro gehen.	If you have any questions about the election, you can go to the community office..
der Bürgersteig, -e	sidewalk	Hier ist Parken auf dem Bürgersteig erlaubt.	Parking is allowed on the sidewalk.
das Büro, -s	office	Unser Büro bleibt samstags geschlossen.	Our office is closed on Saturdays.
die Bürste, -n	brush	Hast du eine Bürste? Meine Schuhe sind so schmutzig.	Do you have a brush? My shoes are so dirty.
die Zahnbürste, -n	toothbrush	Ich brauche eine neue Zahnbürste.	I need a new toothbrush.
der Bus, -se	bus	Wann kommt der nächste Bus?	When comes the next bus?
die Butter (Sg.)	butter	Ich möchte nur Butter aufs Brot.	I just want butter on the bread.
das Café, -s	cafe	Hier in der Nähe ist ein Café. Lass uns einen Kaffee trinken.	Nearby is a cafe. Let's have a coffee.
das Camping (Sg.)	camping	Wir machen gern Camping- Urlaub, weil das nicht so teuer ist.	We like camping holidays because it's not that expensive.
die CD, -s	CD	Ich habe mir eine neue CD gekauft. - Wie findest du die Musik?	I bought a new CD. - How do you like the music?
die CD-ROM, -s	CD-ROM	Mein Computer hat ein CD-ROM-Laufwerk.	My computer has a CD-ROM drive.
die Chance, -n	chance	Mein Mann hat gute Chancen, die Stelle zu bekommen.	My husband has a good chance of getting the job.
chatten	to chat (internet)	Meine Kinder chatten gern im Internet mit ihren Freunden.	My kids like to chat on the internet with their friends.
der Chef, -s	head, boss	Das kann ich nicht allein entscheiden, da muss ich erst den Chef fragen.	I can not decide that alone, because I have to ask the boss first.
die Chemie (Sg.)	chemistry	Mein Sohn ist gut in Chemie.	My son is good at chemistry.
circa	approximately	Von Mainz nach Frankfurt sind es circa 50 Kilometer.	From Mainz to Frankfurt it is about 50 kilometers.
der Club, -s	club	Willst du Mitglied in unserem Club werden?	Do you want to become a member of our club?
das Cola, -s	cola	Bitte, zwei Cola und ein Mineralwasser.	Please, two coke and a mineral water.
die Couch, -s	couch	Wir haben uns eine Couch und neue Sessel gekauft.	We bought a couch and new chairs.
der Cousin, -s / die Cousine, -n	cousin	Meine Cousine wohnt jetzt in Brasilien.	My cousin lives in Brazil now.
der Computer	computer	Beschäftigst du dich viel mit dem Computer?	Do you spend a lot of time on the computer?
die Creme, -s	cream	Ich hätte gern eine Creme für die Hände.	I would like a cream for the hands.
da	there, here, then, so, as, since	Da drüben ist ein Getränkeautomat.	There's a vending machine over there.
da sein	to be there	Ist Herr Klein schon da?	Is Herr Klein already there?
dabei sein	to be there	Schön, dass du da bist. Ist deine Tochter auch dabei?	Nice that you're here. Is your daughter also present?
das Dach, -"er	roof	Wir müssen das Dach reparieren lassen.	We have to have the roof repaired.
dafür	for it	Mein Bruder interessiert sich für Politik. Ich interessiere mich nicht dafür.	My brother is interested in politics. I am not interested in it.
dafür sein	be for it	Ich bin dafür, dass wir möglichst früh losfahren.	I am in favor of leaving as soon as possible.
dagegen sein	be against	Ich bin dagegen, dass meine Kinder rauchen.	I am against my children smoking.
daher	from there, from that, that's why	Sie haben die Rechnung noch nicht bezahlt. Daher haben wir Ihnen eine Mahnung geschickt.	You have not paid the bill yet. Therefore, we have sent you a reminder.
dahin	go towards there, until then	Stell die Blumen bitte dahin.	Please put the flowers there.
damals	at that time	Mit 15 wollte ich gerne Klavier spielen lernen. Aber damals hatte ich kein Geld dafür.	At 15 I wanted to learn to play the piano. But at that time I had no money for it.
die Dame, -n	lady	Frau Weber ist eine nette alte Dame.	Mrs. Weber is a nice old lady.
damit	with that, thereby	Mach schnell, damit wir nicht zu spät kommen.	Hurry up so we will not be late.
danach	afterwards	Zuerst gehen wir einkaufen, danach grillen wir auf unserem Balkon.	First we go shopping, then we grill on our balcony.
daneben	beside it	Du weißt doch, wo die Post ist. Gleich daneben ist die Bank.	You know where the post office is. Right next to it is the bank.
der Dank (Sg.)	thanks (noun)	Vielen Dank für Ihre Mühe.	Thank you very much for your effort.
danke	thanks (thank you)	Soll ich Ihnen helfen? - Nein, danke, nicht nötig.	Can I help you? - No, thanks, not necessary.
dankbar	grateful, thankful	Ich bin Ihnen sehr dankbar für Ihre Hilfe.	I am very grateful for your help.
dann	then	Ich muss noch schnell zur Post, dann komme ich.	I have to go to the post office, then I'll come.
dass	that	Rico hat mir gesagt, dass er auch zur Party kommt.	Rico told me that he's coming to the party too.
